trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
concrete,unforeseen_condition,46.0,60.53,2782.75,0.314,2208.32,0.106,5520.27,0,none
concrete,design_error,79.9,65.12,5204.28,0.286,3672.83,0.0905,9680.46,0,none
plumbing,code_compliance,9.1,90.27,822.66,0.832,370.03,0.1034,1315.99,1,labor_burden_inflation
concrete,value_engineering,61.4,72.63,4458.18,0.297,6010.75,0.1156,11678.82,0,none
hvac,design_error,38.7,93.63,3621.18,0.285,7430.68,0.0964,12117.68,0,none
general,design_error,21.1,58.14,1226.81,0.282,471.65,0.1274,1914.85,0,none
electrical,owner_directive,7.3,83.29,605.83,0.291,545.79,0.7505,2015.91,1,inflated_markup
concrete,unforeseen_condition,23.9,58.02,1388.59,0.307,1291.12,0.0653,2854.6,0,none
mechanical,owner_directive,57.9,95.13,5506.28,0.342,3100.26,0.0855,9342.08,0,none
plumbing,design_error,5.4,84.38,457.44,0.285,246.7,0.0987,773.65,0,none
plumbing,unforeseen_condition,47.5,71.57,3402.44,0.292,3286.2,0.1312,7565.92,0,none
mechanical,design_error,30.1,92.37,2780.55,0.318,3008.05,0.1397,6597.04,0,none
general,value_engineering,33.7,67.72,2279.19,0.286,1346.66,0.1332,4108.84,0,none
electrical,value_engineering,7.3,93.13,678.47,0.288,297.57,0.1364,1109.18,0,none
plumbing,value_engineering,27.1,73.33,1986.89,0.341,1949.13,0.0953,4311.18,0,none
mechanical,code_compliance,46.2,72.19,3333.56,0.332,3725.33,0.0964,7739.48,0,none
general,unforeseen_condition,6.5,51.25,333.04,0.297,187.77,0.1647,606.6,0,none
steel,design_error,36.8,335.39,12342.35,0.332,5092.74,0.0669,18601.5,1,labor_rate_spike
hvac,design_error,46.7,95.98,4485.91,0.714,8889.39,0.0924,14610.55,1,labor_burden_inflation
steel,design_error,39.0,82.38,3209.36,0.35,4379.49,0.0754,8160.98,0,none
concrete,unforeseen_condition,8.6,66.49,571.96,0.692,721.08,0.0973,1418.8,1,labor_burden_inflation
concrete,design_error,9.2,75.17,690.86,0.306,557.76,0.0958,1368.29,0,none
steel,design_error,48.6,87.14,4236.24,0.347,5319.74,0.0819,10338.72,0,none
hvac,design_error,59.5,91.2,5428.68,0.29,5244.62,0.7896,19100.94,1,inflated_markup
general,owner_directive,35.8,64.03,2291.27,0.32,1008.19,0.1414,3766.04,0,none
drywall,value_engineering,8.7,47.81,414.16,0.298,178.77,0.0895,645.99,0,none
electrical,design_error,17.7,69.92,1239.69,0.331,625.11,0.1237,2095.57,0,none
hvac,value_engineering,13.3,87.36,1160.42,0.338,1425.8,0.0828,2800.34,0,none
hvac,value_engineering,62.2,75.88,4723.26,0.34,10664.23,0.1234,17286.62,0,none
electrical,value_engineering,12.3,71.66,882.75,0.287,776.47,0.0814,1794.24,0,none
plumbing,unforeseen_condition,44.7,70.71,3158.76,0.308,2999.11,0.1495,7078.21,0,none
drywall,owner_directive,32.0,65.59,2097.51,0.319,1312.0,0.1104,3786.09,0,none
mechanical,value_engineering,8.3,76.04,628.88,0.305,914.74,0.1365,1754.32,0,none
concrete,owner_directive,53.0,65.1,3449.31,0.349,5683.32,0.0647,9723.4,0,none
general,design_error,24.4,51.17,1248.01,0.296,679.89,0.1109,2141.75,0,none
drywall,owner_directive,15.7,51.96,817.61,0.342,617.58,0.0918,1566.99,0,none
mechanical,code_compliance,31.6,94.04,2975.01,0.324,3112.3,0.115,6787.31,0,none
mechanical,design_error,25.2,89.77,2259.05,0.305,1494.33,0.1373,4268.83,0,none
concrete,owner_directive,65.8,64.13,4216.94,0.324,4800.76,0.0979,9900.63,0,none
steel,design_error,91.8,80.45,7381.95,0.312,13462.06,0.0781,22471.08,0,none
drywall,value_engineering,53.4,65.97,3520.51,0.293,1499.01,0.1185,5614.53,0,none
drywall,unforeseen_condition,445.0,47.64,21199.8,0.294,1111.25,0.1498,25653.25,1,unrealistic_hours
concrete,owner_directive,18.4,78.66,1449.87,0.307,1159.35,0.1104,2897.25,0,none
concrete,design_error,72.7,56.48,4106.86,0.28,5284.38,0.1112,10435.51,0,none
mechanical,owner_directive,58.7,70.03,4110.91,0.29,3227.25,0.1038,8099.65,0,none
steel,unforeseen_condition,24.6,83.92,2066.84,0.323,4175.6,0.0527,6571.2,0,none
concrete,owner_directive,67.5,79.32,5352.06,0.349,7235.96,0.1088,13957.12,0,none
plumbing,unforeseen_condition,8.6,79.19,683.32,0.327,414.22,0.1265,1236.33,0,none
concrete,owner_directive,25.0,296.51,7412.75,0.333,1924.71,0.0904,10181.57,1,labor_rate_spike
plumbing,code_compliance,16.6,81.01,1346.43,0.288,919.93,0.1276,2555.43,0,none
mechanical,design_error,59.9,80.69,4832.76,0.307,4514.8,0.1063,10340.9,0,none
steel,design_error,49.0,75.95,3721.85,0.312,7769.18,0.0818,12431.14,0,none
drywall,unforeseen_condition,14.6,62.35,911.52,0.312,685.56,0.1083,1770.06,0,none
steel,code_compliance,92.9,75.41,7007.87,0.337,7971.2,0.0812,16195.43,0,none
hvac,value_engineering,22.5,85.4,1922.25,0.285,3599.7,0.0838,5984.53,0,none
hvac,design_error,42.9,95.5,4092.77,0.304,8586.94,0.0821,13720.32,0,none
hvac,value_engineering,23.7,95.93,2273.58,0.878,2553.03,0.0821,5222.94,1,labor_burden_inflation
mechanical,code_compliance,51.3,89.61,4599.16,0.292,6513.2,0.0991,12213.65,0,none
concrete,value_engineering,48.0,60.95,2928.82,0.317,2797.79,0.1086,6348.55,0,none
mechanical,code_compliance,16.7,82.93,1384.25,0.31,1176.83,0.1086,2839.25,0,none
concrete,code_compliance,15.5,70.2,1091.1,0.338,1151.91,0.0667,2392.65,0,none
hvac,code_compliance,32.0,82.52,2643.55,0.286,3473.12,0.0819,6617.46,0,none
steel,design_error,51.2,86.17,4410.94,0.29,6119.99,0.0628,11192.3,0,none
concrete,unforeseen_condition,12.1,70.09,845.85,0.326,1043.51,0.0888,2057.1,0,none
concrete,unforeseen_condition,67.1,70.33,4717.5,0.294,4455.69,0.0636,9756.18,0,none
mechanical,value_engineering,13.4,83.33,1116.63,0.349,1453.61,0.1371,2922.69,0,none
plumbing,value_engineering,9.1,94.49,857.53,0.302,413.69,0.1326,1439.77,0,none
steel,unforeseen_condition,75.3,101.23,7618.32,0.32,9790.53,0.1122,19361.94,0,none
concrete,value_engineering,79.8,71.94,5740.55,0.285,3950.36,0.0564,10237.35,0,none
drywall,owner_directive,30.8,61.54,1897.33,0.285,909.92,0.0985,3083.82,0,none
electrical,unforeseen_condition,32.8,81.38,2665.94,0.288,2558.7,0.5116,7897.57,1,inflated_markup
mechanical,unforeseen_condition,343.2,80.83,27740.86,0.346,4503.09,0.0924,35223.29,1,unrealistic_hours
plumbing,code_compliance,48.6,71.11,3459.45,0.302,3180.77,0.1026,7321.66,0,none
hvac,unforeseen_condition,61.1,78.15,4774.19,0.339,4690.35,0.1195,10595.35,0,none
steel,value_engineering,98.3,88.0,8648.22,0.966,10730.18,0.1094,21497.54,1,labor_burden_inflation
concrete,unforeseen_condition,70.8,62.78,4443.22,0.328,3476.53,0.0645,8430.19,0,none
general,unforeseen_condition,12.9,60.87,783.43,0.329,448.03,0.164,1433.37,0,none
concrete,value_engineering,8.7,75.0,653.22,0.335,440.11,0.0928,1194.75,0,none
general,design_error,22.6,61.33,1387.16,0.335,755.91,0.1358,2434.06,0,none
electrical,code_compliance,12.5,85.39,1067.52,0.317,694.79,0.1155,1965.8,0,none
general,code_compliance,25.5,67.41,1717.87,0.289,497.44,0.177,2607.53,0,none
plumbing,unforeseen_condition,47.8,94.32,4506.93,0.299,1949.21,0.1319,7307.55,0,none
mechanical,unforeseen_condition,58.6,79.28,4649.6,0.32,3847.14,0.1111,9440.99,0,none
hvac,design_error,68.7,75.04,5153.24,0.297,7015.73,0.1123,13535.53,0,none
concrete,unforeseen_condition,58.6,67.63,3962.93,0.341,5619.5,0.0677,10231.58,0,none
plumbing,owner_directive,32.1,90.02,2889.62,0.338,1521.65,0.1182,4932.89,0,none
electrical,design_error,288.6,74.79,21584.39,0.325,1420.58,0.1196,25756.36,1,unrealistic_hours
drywall,owner_directive,48.8,63.41,3096.39,0.282,1290.29,0.1254,4936.76,0,none
drywall,unforeseen_condition,53.6,49.73,2665.97,0.342,2114.01,0.1126,5318.13,0,none
steel,owner_directive,90.7,82.55,7487.94,0.299,13332.45,0.0876,22645.26,0,none
concrete,unforeseen_condition,798.3,72.78,58100.27,0.29,5143.61,0.1133,70409.41,1,unrealistic_hours
general,value_engineering,30.1,58.03,1746.0,0.282,603.85,0.1602,2726.29,0,none
general,unforeseen_condition,9.3,52.79,491.94,0.282,196.69,0.1157,768.27,0,none
concrete,design_error,29.6,57.88,1713.06,0.346,3165.18,0.0729,5233.64,0,none
mechanical,owner_directive,42.7,73.13,3119.51,0.305,3733.16,0.1151,7641.18,0,none
drywall,design_error,25.0,53.09,1326.24,0.282,472.45,0.149,2066.73,0,none
concrete,code_compliance,78.5,79.33,6230.34,0.329,5460.37,0.0529,12308.78,0,none
hvac,unforeseen_condition,494.4,90.57,44777.81,0.331,1462.67,0.0939,50582.46,1,unrealistic_hours
plumbing,unforeseen_condition,13.4,80.46,1075.32,0.347,1119.71,0.0922,2397.4,0,none
plumbing,code_compliance,37.4,94.73,3540.51,0.309,1607.97,0.1293,5814.0,0,none
electrical,design_error,32.7,68.93,2254.87,0.34,1225.66,0.1144,3878.76,0,none
hvac,value_engineering,77.0,77.6,5974.38,0.333,10602.62,0.1247,18644.59,0,none
concrete,code_compliance,67.5,65.15,4396.96,0.336,3699.2,0.0867,8798.18,0,none
mechanical,owner_directive,20.5,70.62,1449.62,0.324,1334.9,0.0988,3059.68,0,none
concrete,code_compliance,41.1,68.43,2814.49,0.329,3387.45,0.078,6685.82,0,none
general,design_error,31.9,58.93,1880.05,0.29,927.38,0.1188,3140.83,0,none
hvac,unforeseen_condition,28.8,80.68,2326.87,0.345,4778.93,0.0921,7760.3,0,none
drywall,code_compliance,54.1,51.52,2787.25,0.332,1257.91,0.1256,4553.25,0,none
plumbing,unforeseen_condition,47.6,84.24,4005.68,0.314,2401.27,0.1014,7056.47,0,none
general,code_compliance,34.3,50.37,1726.57,0.297,749.51,0.1111,2751.25,0,none
mechanical,value_engineering,7.3,92.22,676.43,0.306,918.09,0.085,1729.98,0,none
mechanical,value_engineering,7.8,98.48,763.42,0.307,1116.12,0.1409,2144.45,0,none
general,design_error,36.0,51.26,1846.13,0.332,518.15,0.1638,2751.63,0,none
concrete,owner_directive,46.8,72.18,3380.78,0.29,3730.5,0.0545,7499.05,0,none
general,value_engineering,29.9,58.87,1761.95,0.866,1008.66,0.1533,3195.33,1,labor_burden_inflation
concrete,unforeseen_condition,13.4,73.19,982.77,0.314,689.35,0.1086,1853.76,0,none
electrical,design_error,21.3,82.7,1759.96,0.325,1198.63,0.1349,3357.78,0,none
plumbing,design_error,39.0,71.99,2804.78,0.328,1958.78,0.1308,5386.79,0,none
electrical,owner_directive,6.0,83.57,500.91,0.294,416.66,0.128,1034.97,0,none
general,unforeseen_condition,25.9,71.13,1844.73,0.338,875.71,0.1237,3057.01,0,none
electrical,design_error,5.6,79.44,444.74,0.308,452.61,0.1493,1031.31,0,none
general,unforeseen_condition,34.7,53.01,1837.15,0.339,552.86,0.178,2815.39,0,none
plumbing,unforeseen_condition,21.1,74.29,1567.05,0.336,1785.36,0.111,3724.42,0,none
steel,value_engineering,24.7,87.31,2156.7,0.298,2694.68,0.0722,5201.79,0,none
electrical,design_error,15.4,88.79,1363.77,0.281,867.54,0.0833,2417.07,0,none
mechanical,unforeseen_condition,48.6,92.2,4481.39,0.3,2744.06,0.0898,7874.57,0,none
hvac,owner_directive,62.1,86.67,5383.77,0.292,6492.87,0.1429,13573.92,0,none
general,design_error,39.0,50.68,1974.96,0.35,6612.84,0.1075,9510.99,1,material_cost_spike
steel,owner_directive,86.7,298.53,25882.55,0.338,14748.93,0.0611,43114.06,1,labor_rate_spike
electrical,unforeseen_condition,24.0,80.77,1935.84,0.295,1285.65,0.1125,3583.82,0,none
general,value_engineering,16.8,73.41,1235.03,0.289,479.94,0.1597,1988.81,0,none
general,code_compliance,11.6,56.61,654.57,0.328,363.08,0.1549,1175.26,0,none
steel,code_compliance,35.7,79.92,2850.56,0.348,6594.94,0.1134,10516.65,0,none
electrical,design_error,30.9,79.21,2445.6,0.345,2457.05,0.1316,5547.62,0,none
drywall,design_error,38.0,230.1,8743.8,0.328,1037.98,0.0888,10650.4,1,labor_rate_spike
hvac,owner_directive,38.0,98.03,3723.88,0.295,7087.06,0.1395,12319.33,0,none
plumbing,unforeseen_condition,6.2,80.69,496.46,0.67,368.27,0.0846,937.9,1,labor_burden_inflation
mechanical,design_error,39.9,93.04,3716.22,0.317,3841.93,0.1115,8401.03,0,none
general,unforeseen_condition,34.8,58.51,2036.77,0.293,819.59,0.1154,3186.07,0,none
hvac,design_error,61.1,85.41,5218.47,0.312,6724.6,0.0957,13086.29,0,none
plumbing,unforeseen_condition,12.8,79.84,1024.07,0.349,471.59,0.1214,1677.17,0,none
electrical,owner_directive,8.2,84.76,692.76,0.3,455.79,0.1238,1290.68,0,none
drywall,code_compliance,14.8,63.41,941.36,0.807,440.65,0.1267,1557.04,1,labor_burden_inflation
drywall,value_engineering,33.1,60.2,1990.82,0.336,1193.49,0.0946,3485.49,0,none
mechanical,design_error,54.6,78.18,4269.45,0.325,2531.16,0.0901,7413.4,0,none
general,design_error,21.9,69.04,1512.97,0.283,517.79,0.1542,2343.92,0,none
mechanical,design_error,45.8,88.34,4043.13,0.344,3091.4,0.129,8055.11,0,none
concrete,owner_directive,35.1,65.17,2284.67,0.69,2986.21,0.0751,5666.63,1,labor_burden_inflation
hvac,owner_directive,37.7,80.98,3052.18,0.34,2685.75,0.1203,6428.23,0,none
mechanical,owner_directive,53.6,74.98,4020.66,0.281,3382.13,0.0914,8079.09,0,none
general,code_compliance,35.2,73.85,2596.56,0.281,1196.49,0.1539,4376.89,0,none
steel,value_engineering,32.2,88.92,2861.8,0.295,4827.89,0.0769,8281.33,0,none
concrete,unforeseen_condition,78.2,68.21,5335.19,0.327,6451.59,0.0866,12807.38,0,none
steel,owner_directive,34.8,79.12,2750.25,0.288,11294.21,0.1183,15705.92,1,material_cost_spike
steel,code_compliance,53.5,100.74,5392.71,0.304,13157.23,0.0723,19890.37,0,none
hvac,design_error,74.3,79.68,5918.34,0.289,9292.31,0.099,16716.0,0,none
mechanical,unforeseen_condition,17.4,83.03,1440.67,0.296,1900.61,0.1142,3722.72,0,none
electrical,code_compliance,40.0,84.85,3392.45,0.329,1956.45,0.1203,5992.51,0,none
mechanical,design_error,47.6,89.32,4249.71,0.294,3337.26,0.0926,8289.22,0,none
plumbing,unforeseen_condition,6.0,77.72,466.63,0.297,282.76,0.0842,812.49,0,none
general,value_engineering,38.3,52.41,2005.57,0.319,1119.13,0.1299,3530.64,0,none
steel,unforeseen_condition,893.1,102.03,91122.99,0.306,13694.73,0.0697,112123.52,1,unrealistic_hours
mechanical,value_engineering,59.1,93.62,5537.13,0.298,3047.24,0.1289,9691.17,0,none
plumbing,unforeseen_condition,24.6,93.51,2297.48,0.305,1989.59,0.1073,4747.21,0,none
hvac,design_error,68.2,79.52,5422.59,0.314,11736.23,0.0896,18696.05,0,none
hvac,owner_directive,66.5,90.38,6014.05,0.333,8113.86,0.147,16204.2,0,none
general,unforeseen_condition,35.6,51.39,1829.49,0.329,1192.75,0.1242,3397.6,0,none
plumbing,unforeseen_condition,20.8,83.0,1724.96,0.303,1856.38,0.1076,3966.87,0,none
hvac,unforeseen_condition,9.4,82.03,772.3,0.304,1566.93,0.1476,2684.49,0,none
hvac,owner_directive,31.1,84.91,2636.77,0.311,3168.09,0.1241,6525.35,0,none
drywall,owner_directive,41.7,68.39,2853.4,0.684,1960.52,0.1207,5395.11,1,labor_burden_inflation
concrete,value_engineering,65.2,71.48,4658.28,0.301,3195.9,0.1067,8692.46,0,none
general,code_compliance,35.8,67.89,2433.83,0.323,872.69,0.1305,3737.98,0,none
steel,design_error,39.9,98.52,3932.84,0.342,7234.79,0.1001,12285.46,0,none
steel,code_compliance,76.6,86.55,6626.79,0.288,10124.87,0.1016,18453.05,0,none
electrical,owner_directive,35.0,70.33,2463.4,0.291,1892.79,0.1415,4972.48,0,none
plumbing,unforeseen_condition,11.0,78.93,869.39,0.338,5042.74,0.1173,6605.62,1,material_cost_spike
hvac,design_error,48.2,78.64,3793.12,0.298,3705.02,0.1227,8418.35,0,none
electrical,unforeseen_condition,240.6,88.26,21235.36,0.288,385.28,0.1377,24597.8,1,unrealistic_hours
drywall,owner_directive,14.1,268.81,3790.22,0.35,498.55,0.0963,4701.78,1,labor_rate_spike
mechanical,owner_directive,54.9,80.55,4423.56,0.298,6510.18,0.1045,12076.37,0,none
concrete,code_compliance,36.2,57.68,2088.23,0.292,2524.79,0.0693,4932.69,0,none
concrete,unforeseen_condition,548.7,74.52,40889.12,0.333,7462.62,0.0552,51020.76,1,unrealistic_hours
drywall,owner_directive,32.3,50.13,1619.31,0.345,1200.07,0.1169,3148.99,0,none
plumbing,design_error,29.9,77.29,2309.73,0.29,1111.75,0.1445,3916.01,0,none
general,unforeseen_condition,4.6,66.92,307.51,0.818,89.02,0.113,441.34,1,labor_burden_inflation
plumbing,owner_directive,275.7,90.99,25085.94,0.329,763.41,0.1044,28548.02,1,unrealistic_hours
plumbing,value_engineering,29.0,94.85,2750.92,0.291,1979.06,0.1468,5424.45,0,none
steel,design_error,82.4,94.26,7767.4,0.342,17935.21,0.3536,34791.05,1,inflated_markup
plumbing,design_error,41.7,73.35,3059.15,0.282,1998.68,0.1169,5649.24,0,none
drywall,unforeseen_condition,13.6,47.86,651.25,0.341,472.97,0.1212,1260.49,0,none
plumbing,owner_directive,6.4,70.26,446.51,0.344,2571.11,0.0968,3309.73,1,material_cost_spike
hvac,code_compliance,75.0,98.26,7368.28,0.315,8639.53,0.1364,18191.13,0,none
mechanical,value_engineering,6.5,78.87,512.49,0.638,340.5,0.0877,927.78,1,labor_burden_inflation
steel,unforeseen_condition,862.7,96.02,82836.45,0.288,13153.48,0.1116,106702.41,1,unrealistic_hours
drywall,design_error,14.7,50.64,743.6,0.321,456.35,0.1028,1323.32,0,none
electrical,design_error,24.3,84.79,2058.85,0.281,957.17,0.1217,3383.09,0,none
plumbing,unforeseen_condition,32.0,71.34,2281.43,0.328,2096.15,0.1061,4842.03,0,none
electrical,code_compliance,34.5,85.76,2954.81,0.324,1882.35,0.0963,5302.91,0,none
mechanical,value_engineering,40.4,97.27,3934.38,0.347,4661.46,0.1058,9505.27,0,none
general,design_error,5.6,59.0,332.59,0.321,100.22,0.111,480.84,0,none
general,value_engineering,9.3,174.81,1625.73,0.288,200.25,0.1367,2075.59,1,labor_rate_spike
mechanical,value_engineering,51.7,79.25,4099.62,0.297,16329.16,0.1234,22949.69,1,material_cost_spike
plumbing,design_error,20.5,83.64,1717.5,0.347,809.6,0.0935,2763.47,0,none
mechanical,value_engineering,40.4,95.53,3857.22,0.293,2417.35,0.1255,7061.89,0,none
electrical,value_engineering,254.0,83.62,21239.48,0.344,2673.29,0.1124,26600.57,1,unrealistic_hours
plumbing,owner_directive,48.4,87.67,4241.45,0.86,2673.48,0.1415,7893.4,1,labor_burden_inflation
general,value_engineering,24.9,67.08,1670.13,0.299,782.01,0.1233,2754.42,0,none
plumbing,design_error,43.7,94.33,4118.57,0.306,1798.03,0.1486,6795.72,0,none
general,value_engineering,25.1,71.43,1794.28,0.975,990.82,0.1647,3243.81,1,labor_burden_inflation
plumbing,design_error,27.7,81.13,2245.88,0.291,1434.73,0.1215,4127.83,0,none
mechanical,unforeseen_condition,34.7,72.83,2528.98,0.327,2929.72,0.1089,6052.93,0,none
plumbing,design_error,44.8,87.27,3909.8,0.339,2753.75,0.134,7556.57,0,none
drywall,design_error,41.6,65.75,2734.32,0.347,1801.71,0.1456,5196.26,0,none
plumbing,owner_directive,37.6,94.92,3572.17,0.302,2176.7,0.1009,6329.1,0,none
electrical,value_engineering,23.0,70.96,1629.51,0.334,1251.02,0.1108,3199.66,0,none
mechanical,design_error,19.5,83.06,1620.85,0.293,1768.17,0.132,3836.33,0,none
concrete,design_error,15.7,70.28,1102.41,0.318,1294.67,0.0552,2529.3,0,none
concrete,owner_directive,40.2,67.61,2717.78,0.286,10425.97,0.0534,13845.63,1,material_cost_spike
electrical,design_error,20.9,72.76,1517.04,0.345,846.92,0.1212,2650.49,0,none
mechanical,design_error,39.0,81.38,3171.06,0.329,1994.09,0.3074,6752.92,1,inflated_markup
concrete,unforeseen_condition,28.8,217.27,6257.38,0.309,2029.28,0.1031,9141.01,1,labor_rate_spike
steel,design_error,99.5,95.6,9516.53,0.315,15320.41,0.1007,27336.96,0,none
steel,code_compliance,59.4,80.3,4768.5,0.281,7789.0,0.0532,13225.69,0,none
plumbing,design_error,7.7,76.26,586.02,0.299,392.0,0.1062,1081.87,0,none
hvac,unforeseen_condition,50.8,82.87,4213.47,0.322,3630.75,0.1147,8744.31,0,none
electrical,owner_directive,16.4,70.86,1164.35,0.34,725.53,0.1485,2170.52,0,none
concrete,code_compliance,8.7,77.79,678.29,0.313,999.09,0.054,1768.0,0,none
concrete,code_compliance,43.5,57.78,2511.64,0.284,1694.32,0.0828,4554.24,0,none
mechanical,code_compliance,49.2,89.96,4427.7,0.322,4714.13,0.0865,9932.23,0,none
electrical,value_engineering,28.1,80.39,2262.79,0.308,2372.55,0.0807,5009.26,0,none
plumbing,owner_directive,19.1,92.01,1753.18,0.29,1040.44,0.0989,3069.82,0,none
drywall,value_engineering,32.2,66.49,2144.39,0.319,1281.0,0.1176,3828.26,0,none
plumbing,owner_directive,48.1,78.73,3785.21,0.348,1787.75,0.1251,6269.89,0,none
mechanical,code_compliance,11.4,85.44,972.1,0.306,532.72,0.1475,1726.72,0,none
electrical,value_engineering,30.4,81.65,2481.47,0.305,2063.31,0.0932,4968.18,0,none
electrical,design_error,5.2,91.46,472.0,0.334,449.74,0.1259,1037.78,0,none
general,code_compliance,19.9,53.8,1068.07,0.342,509.72,0.1067,1746.1,0,none
mechanical,code_compliance,19.2,88.23,1698.39,0.296,973.85,0.1074,2959.17,0,none
general,value_engineering,21.7,57.57,1247.72,0.348,475.99,0.1534,1988.14,0,none
electrical,design_error,21.9,80.33,1759.27,0.337,809.39,0.1225,2883.27,0,none
mechanical,design_error,38.3,99.8,3820.55,0.299,2916.28,0.0956,7380.96,0,none
concrete,owner_directive,33.5,77.15,2581.88,0.329,1973.09,0.061,4832.89,0,none
concrete,code_compliance,30.9,65.59,2027.81,0.286,3763.95,0.0906,6316.52,0,none
steel,unforeseen_condition,64.7,94.27,6096.59,0.293,11131.35,0.6947,29196.19,1,inflated_markup
concrete,code_compliance,52.8,78.78,4160.38,0.309,5667.59,0.0709,10524.4,0,none
plumbing,owner_directive,32.5,78.7,2560.03,0.3,1980.64,0.0888,4943.86,0,none
electrical,owner_directive,14.1,86.44,1219.29,0.289,749.87,0.1001,2166.33,0,none
concrete,value_engineering,59.8,68.18,4077.02,0.331,6724.87,0.0556,11402.03,0,none
general,unforeseen_condition,20.7,53.59,1110.4,0.341,710.68,0.1289,2055.75,0,none
